Complaint ID,Date Received,Banking Product,Issue ID,Complaint Description,State,ZIP,Bank Response
CID36430353,2/17/2023,Debt collection,I_3548489,"I would like to ask for your assistance in this issue with my credit report which has had a collection reported that was allegedly resolved as the collection company stated in XXXX XXXX but another collection company has also picked up the account and began to report it also. Can there be XXXX of the same accounts being reported for the same amount owed. I believe that is the reason my XXXX went so far down from XXXX to XXXX. The problem with this entire account is that is was resolved by XXXX in XXXX when it had become an issue. The homeowner had hooked his RV up to the house for power and he was using the account in my name. XXXX XXXX was contacted and there was complaints filed and XXXX closed the case. I had and should still have an excellent payment status with XXXX because I had no late payments, and always paid on time. I found a receipt for a bill where I received XXXX in XXXX, Ca.XX/XX/XXXX",California,952XX,Closed with explanation
CID85605954,2/17/2023,Mortgage,I_4197360,"the mortgage on my condo was sold by XXXX XXXX XXXX to Everbank ( https : //www.everbank.com/ ). I had no choice in this matter. The transfer was done in spring of XXXX. I have had repeated issues with Everbank 's receipt of the master insurance policy for said condo ; absent their receipt of this documentation, Everbank purchases a policy from a sister company UNDER COMMON OWNERSHIP and bills my tax escrow account for the fee which is {$590.00}. Everbank does not accept the documentation via email nor does their online account access provide a document upload capability. The ONLY means by which the required documentation may be submitted is via fax or snail mail. Perfect cover to try to rob innocent people of XXXX for unnecessary insurance fees. 
The issue occurred in summer XXXX and after providing the documentation via fax on XXXX separate occasions, they finally acknowledged receipt and no charge was made for this insurance. This year, however has been an entirely different story. My condo association has provided said document on at least XXXX occasions via fax. In early XXXX I received notice that {$590.00} had been taken from the escrow account. I immediately called Everbank and after being transferred XXXX times, spoke with XXXX in the "" Insurance Division ''. XXXX indicated no documents had been received and said I could not rely on the "" transmission ok '' responsive on the fax because it did not mean that Everbank actually received the fax. What??? I expressed my issue with this and asked repeatedly for an email rather than a fax # to send the proof of insurance cover to, I was repeatedly told "" we do not have email ''. Upon threat of complaint to CFPB and others, XXXX relented and agreed to get his managers email for use. XXXX took my name, phone number and promised a return call. On XXXX XXXX, XXXX left me a vmail indicating that he could not get his managers email but had called the Insurance carrier, spoken with XXXX who had faxed him the proof of insurance. He indicated he would be processing and then would take care of refunding the {$590.00} charge for the Hazard Insurance. 
So IMAGINE my surprise, when I receive a notice over this past weekend that my XXXX XXXX mortgage payment had been RETURNED to my bank because it was "" a partial payment ''. My monthly mortgage payment is {$900.00} ; Everbank had indicated it needed {$1000.00}. I immediately accessed Everbank 's online system and determined that the increase in the monthly payment was from the {$590.00} insurance policy charge. the charge had NOT been reversed as promised y XXXX on XXXX XXXX. I attempted to make the payment to ensure no late fees or derogatory credit reporting was done while I resolved this ongoing issue but was unable to do so ; the online bill payment system was not available to me and the message said I needed to call. 
I called today and spoke again with XXXX different groups before reaching the same Insurance Department again. Again I was repeatedly told that Everbank did not have the master insurance policy documentation. So, now after XXXX faxes and a voicemail that the documentation was received, it still had not been fully processed. Again I repeatedly requested email address to send PDF too ; again this was denied. After repeatedly arguing with the customer service staff, I was directed back to XXXX and then to his manager, XXXX XXXX. but still not email. the ONLY option was to a special fax number XXXX provided. I sent fax while he remained on the line and only hung up when he confirmed receipt.",Arizona,852XX,Closed with explanation
CID73765658,2/17/2023,Mortgage,I_4197360,"I called bayview to ask why they were charging me late fees on my mortgage, when I send my payments two weeks ahead of time.I can send my payments on the first of the month and by the XXXX. off the month and they will tell me they have not recieve my payment and will charge me a late fee, I have until the XXXX of each month before my payments are late.When I called bayview loan servicing on XXXX XXXX, XXXX an ask when will they send my XXXX to file my taxes, they said that it will be mailing them out on a saturday XXXX. I waited until the end of XXXX and I still did not recieve a form. I called bayview back and they said oh we sent them out and if it do n't come go online an get a copy on their web site. I went on their web site an could not find it When I called them back and asked about my XXXX, they did'nt want to talk about the form an kept asking me why they have'nt recieve my payment. I called back in XXXX and asked them to send out a XXXX again, an all they wantrd to talk about was my payments being late. All along its seem like l am getting the run around, I 'm still waiting for XXXX.",Michigan,482XX,Closed with explanation
CID17916208,2/17/2023,Bank account or service,I_6079357,"I opened a Citigold checking account with Citibank on XXXX XXXX, XXXX. I entered the promo code "" XXXX '', which was for a XXXX ThankYou Points bonus after making qualifying bill pays with the account. I have a screenshot of when I opened the account, showing that I have entered the promo code and the terms and conditions. I made the qualifying bill pays in XXXX. Now, I have contacted Citi to see when I 'll be receiving the promotion, and their services department tells me I was never targeted for this promotion and I wo n't be given the promotion. I 've looked through my files and emails, but have n't found the letter or email that had the original promo code on it. I have attached a screen shot from when I opened the account, with the promo code and rules. How can they take away the promotion after I 've met the qualifications? If I was never targeted for this promotions, why did they let me open the account, give me a promotion disclosure with the rules, meet the rules and wait all this time before finally telling me, after I had to contact them, that they are n't giving it out?",Arkansas,717XX,Closed with non-monetary relief
CID83472164,2/17/2023,Money transfers,I_1509084,"I reached out to Venmo because there was an unauthorized transaction made on my account ( of {$XX0.00} ) to XXXX-ny. They were uncooperative even after I confirmed that I did not know the user who received the funds. Venmo stated that they could n't do anything about it, despite me not knowing the user on the other end which absolutely shocked me as I have never received such a dismissive, unprofessional response in my life. I have used Venmo for years and have never had an issue like this and it is very unfortunate that this occurred to begin with.",New York,100XX,Closed with monetary relief
CID93887191,2/17/2023,Consumer Loan,I_3778068,I am on social security XXXX and when I took out the loan for {$800.00} I did not realize that when the loan was paid that I was paying them {$2300.00}. They knew I was on XXXX and that my income was fixed. Also my XXXX is a XXXX that causes to not understand and know what I am really signing. I paid back over {$XX00.00} to them and could n't any more. At the end of every month I had no money or food until XXXX on the XXXX of the month. I even called to make other arrangements but they said no. So I stopped paying them and a couple months ago made a payment arrangement with me for {$99.00} a month. I thought that was the end of the loan but I am still getting phone calls and threatening emails. I tell them I am only about to pay {$99.00} a month but they said even after XXXX monthly payments I still owe them over {$XX0.00} still. I asked them to send me a statement and they told me they do n't mail out anything it 's done through there website. It tells me nothing or explains nothing. I do n't have a written contract. They said I signed XXXX on line. I do n't know or remember ever doing that. I have explained everything to them but nothing matters. I suffer from XXXX and there phone calls are making everything worse. I do n't want to go back to the hospital and I have no family.,Wisconsin,530XX,Closed with explanation
CID86764404,2/17/2023,Consumer Loan,I_7008174,"addition to complaint XXXX. 
I have XXXX viable candidates to take over the truck lease I was left with through my boyfriends death. It was a joint lease. He has passed. leaving me. Again ... XXXX people from XXXX called me but refused to give their last names or ID # or any way for me to designate who I spoke to other than "" XXXX '' and "" XXXX. '' They still will not provide me with the paper work my boyfriends started to remove me from the lease, they act as if it doesn ' t exist. and if it does n't that 's fine, they should n't tie my hands then by acting like XXXX is the only account holder who can transact anything, because XXXX is deceased. they will not change the address to my new address, even though this was a joint lease. so they are mailing paper work to what they know is a wrong address. they 're looking to me to pay and as their only remaining leasor, but they act as though XXXX ( XXXX ) was the only one on the lease and I have no authority to even update where the bills or correspondence go. further, they want anyone he was related to ( parents children spouses ) to sign on this 'for him. ' It was a joint lease. he is gone. I am the one left. I have someone to take this over, but they 're requiring what I find to be unlawful paperwork. if you have a joint account with someone and one person passes, it is left to the remaining person. I am going to lose this interest buyer and I can not afford this truck on my own.",Missouri,630XX,Closed with explanation
CID51170737,2/17/2023,Debt collection,I_5289757,"I applied for a credit card with Macy 's in XXXX XXXX. In XXXX XXXX, I received a bill from a collection agency stating I owed about XXXX dollars on the credit card. I immediately paid that off with the collection agency and called Macy 's about the situation. I was flabbergasted and I stated to the Macy 's representative that prior to this, I never received a bill statement from Macy 's. The Macy rep informed me that my account was closed and it was nothing they could do, they had already sent it to collections. The Macy 's representative also informed me there was a return service address on the mail they sent out. However when I applied for the card, I included my address on the first line and my apt number on the second line. I received my products but never received my bill statement. I do n't understand how the collection agency had my full address but Macy had no idea what my address was but they were able to send my products out. Someone in the billing department dropped the ball because the ordering department was able to deliver my product with no worries. I then asked Macy 's if they had a copy of my credit application because I know I wrote my apartment number on my application. The rep informed me they did n't have my application on file due to the application being completed in the store. As a consumer, I always elect for paper bill because that method suits me and it serves as a physical reminder that I have a bill to pay. The product was only XXXX bucks, I incurred over XXXX dollars in interest and late fees. In XXXX XXXX, I had a XXXX credit score. I always pay my bills on time. I provided a phone number on my credit card application and no reasonable steps were made to get ahold of me. I apply for credit cards all the time and I ca n't remember each and every single card thus as consumers we are entitled to a billing statement to remind you that you have a bill due. If I had received the billing statement, I would had paid the XXXX bucks. Now my credit score is a XXXX due to XXXX derogatory indicator on my credit report from Macy. I have XXXX credit cards along with all my other bills I have to pay on time, all which I get billing statements for. This needs to be taken off my credit due to their lack of communication with the consumer of notification of a bill even due.",California,945XX,Closed with monetary relief
CID45405818,2/17/2023,Credit card,I_2791039,"XXXX XXXX accepted my credit during the holiday season and I opened a credit card with them. 

I paid my credit card on time and the card was current. 

They closed the card because they "" re-reviewed '' my application 6 months later and decided to close my account. 

My credit had actually been higher, and by them closing it for no real reason they now lowered my credit score.",Ohio,436XX,Closed with explanation
CID64703414,2/17/2023,Bank account or service,I_4832968,"I was banking with TD bank and there was fraud done to my bank account. Someone deposited into and then withdrew from my account. Upon their investigation they verified it was not me who did the transaction. It was not me who made extra fraudulent charges. I had never made transactions similar. The signature was not mine. I was in a completely different XXXX when the incident took place. They promised me they would redirect my payroll check into another account for me also. They then decided that since the person knew my pin number that i was liable and they took my check and made me responsible for the transactions. That is totally unfair to me. I was not responsible and they had no proof or a reason to hold me accountable. There are several ways scammers can access another persons pin number. i had been a loyal customer and a upstanding citizen then and until this very day. now i cant get a bank account, they took hard earned money from me and they ruined my name and reputation to other lenders.",New York,117XX,Closed with explanation
CID80156452,2/17/2023,Credit reporting,I_9082488,"I HAVE CALLED TRANSUNION JUST ABOUT EVERY MONTH FOR TWO YEARS, AN ACCOUNT FROM XXXX XXXX IN WHICH I AM THE AUTHORIZED USER HAS BEEN DELETED/BLOCKED OFF OF MY CREDIT REPORT FRAUDULENTLY, TRANSUNION STATES CREDITOR REQUESTED REMOVAL, XXXX XXXX HAS CONFIRMED THEY HAVE NOT DONE THIS. TRANSUNION STATED THE ONLY WAY THAT THIS ACCOUNT CAN BE RE-ADDED TO REPORT IS IF CREDITOR BEING XXXX XXXX CALLS A MARKETING NUMBER ALLEDGEDLY XXXX XXXX IS SUPPOSED TO KNOW AND HAVE. TRANSUNION WILL NOT PROVIDE ME WITH THIS NUMBER TO GIVE TO XXXX XXXX, ALL OF XXXX XXXX CORPORATE REPRESENTATIVES HAVE STATED THAT THERE IS NO SUCH NUMBER THAT THEY EVER CALL. IT IS APPARENT TRANSUNION HAS BEEN PROVIDING ME WITH FALSE AND MISLEADING INFORMATION FOR OVER TWO YEARS. THIS HIS HINDERED MY ABILITY TO FAIRLY OBTAIN CREDIT FOR WELL OVER TWO YEARS BY NOT REPORTING THIS POSITIVE ACCOUNT. TRANSUNION HAS ALSO STATED THAT THIS ACCOUNT IS BLOCKED, MEANING THEY CAN SEE XXXX XXXX MONTHLY UPDATES, BUT CAN NOT AND REFUSES TO INSERT THE ACCOUNT BACK ON REPORT. IT IS A FACT THAT IF THIS ACCOUNT SLIPPED INTO A NEGATIVE STANDING NEGATIVELY AFFECTING MY SCORE THE ACCOUNT WOULD BE RE-ADDED BACK TO MY REPORT WITHOUT ANY QUESTION WHICH IS AN UNFAIR PRACTICE AND BIASED. XXXX XXXX HAS PROVIDED AMPLE CONFIRMATION TO HAVE THIS ACCOUNT RE-ADDED TO MY REPORT WITHIN THEIR POWER, TRANSUNION HAS NOT BEEN TRUTHFUL WITH THE MEANS OF PROCESSING. IT IS MY UNDERSTANDING TRANSUNION IS COMPENSATED FOR REPORTING NEGATIVE INFORMATION AND WOULD BE TO THEIR ADVANTAGE TO DO SO. THE ACCOUNT IN QUESTION ENDS IN XXXX. IF TRANSUNION CAN NOT VERIFY XXXX XXXX HAS REQUESTED FOR REMOVAL OF ACCOUNT THEY ARE PRACTICING ILLEGAL METHODS. I CAN OBTAIN CONFIRMATION ON THE PART OF XXXX XXXX PLEASE ADVISE. IT SHOULD BE NOTED THAT I HAVE XXXX OTHER XXXX XXXX ACCOUNTS REFLECTING MY REPORT, IT MAKES NO SENSE FOR XXXX XXXX TO REQUEST REMOVAL WITH A BALANCE ON THIS ACCOUNT. THE ACCOUNT IN QUESTION HAS A HIGHER AVAILABLE CREDIT RATIO WHICH GREATLY IMPROVES MY PERSONAL CREDIT. OTHER CREDIT BUREAUS REPORT THIS ACCOUNT, THEREFORE TRANSUNION HAS NOT BEEN HONEST IN THIS MATTER",Virginia,234XX,Closed with explanation
CID53613399,2/17/2023,Bank account or service,I_4832968,"I have a joint account at Bank of America with my husband. My husband also had a joint account at Bank of America with his son that was opened when his son was a minor and needed a parent/guardian on the account. His name had never been removed from their joint account although his son is now an adult and no longer resides at our residence. My husbands ' son 's account was apparently overdrawn and they withdrew funds from my and my husbands joint checking AND savings account and placed them in his son 's overdrawn account without permission or knowledge from either myself or my husband. My husband did, on the day we discovered the withdrawal, close the joint account as the Bank would not remove his name from the account without his son being present and we were not able to reach him.",Missouri,641XX,Closed with explanation
CID15058412,2/17/2023,Bank account or service,I_6079357,Bank of America continues to deny me the ability to open an account after I have reported fraud on an old account as well as including it in a bankruptcy because they refused to honor the identity theft police report.,Georgia,303XX,Closed with explanation
CID45037383,2/17/2023,Mortgage,I_2798358,"Re : Loan # XXXX XXXX XXXX and XXXX XXXX XXXX XXXX. 
For over 3 years Wells Fargo and its employees have denied our request for Loan Modification for a Bait and Switch Loan Modification provided to us on or about XXXX XXXX by underwrite XXXX XXXX. 
See attached word Doc Complaint:",California,957XX,Closed with explanation
CID97915168,2/17/2023,Credit reporting,I_2046437,XXXX debt was paid in full and is closed. XXXX collection agency has reported to Equifax many times this account is NOT a charge off. I have filed over XXXX online disputes on this debt and me made several phone calls to Equifax to have this resolved. I even signed up for their paid credit monitoring service and during the time of my service my credit score has decreased. They continue to attempt to sell me other credit products and also continue to report false/inaccurate information.,Michigan,495XX,Closed with explanation
CID45757507,2/17/2023,Student loan,I_8147973,"I can not afford the new payment for my loans, it was interest only and went up by {$XX0.00}. When I called in an attempt to make some different arrangements I was advised to not make the payment, causing it to go to collections and then they said they would be able to make different payment arrangements after that. I do n't understand why they would want me to risk my credit by doing such a thing. I explained that I could afford an increase of {$100.00} per month but not an increase if {$XX0.00}. They insisted that there was no other way to make a different arrangement without sending my account to collections.",Idaho,836XX,Closed with explanation
CID53007628,2/17/2023,Debt collection,I_5289757,"To Consumer Financial Protection Bureau : XXXX/Rash Curtis & Associates, a collection agency, collected more than the amount that was billed/posted with the credit bureaus and defaulted on their promise to me that they would delete their collection postings ( the original collection and hard inquiry ) on my credit reports. On top of these, they posted an extra hard inquiry for collection purpose for the same collection item that I paid on the same day. According XXXX, hard inquiries impact my credit score negatively and can be seemed by all other creditors. I believe what XXXX/Rash Curtis & Associates did were unfair and unlawful. Please help me. 

Below are the background details : 1 ) I owed XXXX {$XX00.00} back in XX/XX/XXXX. At the time of my hospital visit, I was studying for a XXXX exam and was unemployed. I moved four times since then. The hospital forwarded my unpaid balance to XXXX/Rash Curtis & Associates for collection. 
2 ) On XX/XX/XXXX, through XXXX, a credit bureau, I realized I had a twenty-three hundred some dollars collection item on my credit report posted by XXXX/Rash Curtis & Associates on XX/XX/XXXX. 
3 ) On XX/XX/XXXX, I called the collection agency and told them I wanted to pay the collection amount. The man who took my call told me the balance due was {$2500.00}. I questioned him about the increased amount. He said with the extra amount, he would delete the collection from my credit report right away. I paid the collection agency {$2500.00}. 
4 ) On XX/XX/XXXX, through XXXX, I saw a collection notice by XXXX/Rash Curtis & Associates for the same collection item showing up in my credit report again. I called them the next day. They said it usually would take 60 to 90 days to have a collection notice removed, and if I would want the process to be expertized, I would have to pay them more. I was very upset. I had already paid them almost XXXX dollars more than what they billed me for, through the credit bureaus. 
5 ) I filed a dispute for the collection notice with XXXX on XX/XX/XXXX. 
6 ) On XX/XX/XXXX, I received a report from XXXX which shows all my credit histories and realized that they not only did n't delete the original hard inquiry for collection on XX/XX/XXXX, they posted another hard inquiry for collection on XX/XX/XXXX on the same day that I paid them. 
7 ) On XX/XX/XXXX, I called XXXX and learned that only XXXX/Rash Curtis & Associates had the ability to delete/remove those hard inquiries. 

Sincerely, XXXX",California,945XX,Closed with explanation
CID97706197,2/17/2023,Debt collection,I_3548489,"I called to tell these people that this is NOT the right number. I do NOT owe anyone money. The first time no one would answer the phone. The next day, the XXXX lady hung up on me before she even got the number to look the account up. I called back multiple times before anyone would even answer the phone. The XXXX lady answered and before I could speak hung up. I repeatedly called back from XXXX different numbers and no one would answer for quite a while. Finally, I got someone to answer and she said she would look into it but did n't get any information to be able to locate anyone until I stopped her and gave it to her. She did give me the name associated with MY number but I have NEVER heard of this person.",Oklahoma,735XX,Closed with explanation
CID38432597,2/17/2023,Debt collection,I_3714444,"Trans World Systems contacted me regarding XXXX debts. I am XXXX years old and XXXX. I asked them to please send me copies of the bills because my dad had me on his XXXX medical insurance and I was told "" we do n't have to "" My dad contacted XXXX, and XXXX told him that they paid these people and to get copies of the bills because they are not allowed to charge me for these services because they have been paid in full. 

They also are reporting me to the Credit Agencies even thought they have not contacted me about this debt.",Connecticut,067XX,Closed with explanation
CID51810804,2/17/2023,Mortgage,I_4197360,"I have been going back and forth with Bank Of America trying to get a modification on my loan they purchased from another bank. 
I am not going to provide too much of my personal information due to he fact that I am uncertain of the security of this site. I have been telling Bank of America that my interest rate is 8 % which is way too high. I have had my mortgage for about 10 years and only {$300.00} is going to the principle of the mortgage to pay it off. I paid over {$25000.00} in interest alone to BanK of America. If this bank received bailout money from the government why is it so hard for them to work with homeowners. I have been receiving letters from them asking me to just have a shot sale and move. I have never been late on my mortgage in all the nine years I have had this house. It 's only recent that I have been have trouble with paying the mortgage and I would n't be asking for help if I did n't need it. It really is starting to cause health issues when dealing with these representatives who work for Bank of America. They sound like robots as if they are reading from a script and they are repeating themselves. Example : I made a late payment, but was still trying to get approved for the modification. The representative made a statement to me, "" Well, XXXX I see that your mortgage is current so there is no need to continue the process for the mortgage loan modification ''. I was puzzled and really got upset because she is suppose to be my relationship manager XXXX. She do n't really understand nor can she speak english. It 's almost like she is really not helpful with the fact that we have a language misunderstanding. She does n't work in my best interest. I have done through this for over a year and half and recent got denied yet again. I need help and hope that their is something that can be done to lower my interest rate and mortgage payment. I barely can afford to feed my family because of the fact that we are struggling.",Georgia,300XX,Closed with explanation
CID73907957,2/18/2023,Credit card,I_2369495,"I have a Lowe 's credit card issued by Synchrony Bank. I paid over and above my balance so that I could make a large purchase at the store. After my payment, my card had a credit balance of {$XX00.00} and a credit balance of {$3600.00}. My local Lowe 's store tried numerous times to run my card for about {$5100.00} but it kept getting declined. Even when I called the credit card company and they said everything was okay.Finally I got a supervisor they then told me I could n't charge more then {$XX00.00} and I would have to charge it multiple times.The store would n't allow this. When I had a credit of {$600.00} I would pay a cash payment at the store then I was able to buy products or charges over {$600.00} without a problem.Now suddenly have a problem after they increased my limit. I called the credit department several times and was finally told that they would no longer allow me to charge over my credit limit even though I had a credit balance. I was told they would send me a refund check which I would have to cash and then take the cash back to the store. I have been trying to resolve this for over 6 days. The credit manager told me the check was sent XXXX on XXXX/XXXX/XX but did not have the tracking number. I called back on XXXX/XXXX/XX because I did not get the refund. I am now being told the refund just went out today XXXX/XXXX/XX but still no tracking number is available and it will take over 4 days which means it will be over 2 weeks to get my money back and get my purchase taken care of.",Ohio,450XX,Closed with explanation
CID55561791,2/18/2023,Mortgage,I_4197360,Champion Mortgage is not processing a short sale request in adequate fashion.,Washington,980XX,Closed with explanation
CID44804658,2/18/2023,Credit reporting,I_6755222,"After submitting the request information at annualcreditreport.com, each of the XXXX credit bureaus claimed they could not provide my reports. When I attempted to submit a comment/complaint, the site claimed it could n't even accept a comment. This is a scam. I viewed my credit report at my credit union today and I KNOW what information they have. But in order to get a copy of the report, they want me to provide them with information I know they do not currently have. I am not willing to play that game. They owe me a copy by law. How can I force them to comply?",California,949XX,Closed with non-monetary relief
CID69691748,2/18/2023,Debt collection,I_3714444,"Per the attached letters dated XXXX XXXX, XXXX, I had previously contacted XXXX of Texas questioning charges. I received a letter XXXX attached ) in return dated XXXX XXXX, XXXX stating that they would review my concerns and that they would respond within XXXX business days. I did not receive a response from them. Today I received a letter dated XXXX XXXX, XXXX from Financial Corporation of America, the collections division of XXXX Texas, again demanding payment, without any of my concerns being addressed.",Texas,773XX,Closed with explanation
CID57153125,2/18/2023,Bank account or service,I_6079357,"Chase sent me an offer for XX-month 0 % balance transfer around XXXX or XXXX XXXX. After some considerations, I took up the offer and made a balance transfer near the end of XXXX XXXX, and paid transfer fee. I set up online automatic payments. Strangely Chase stopped to send any monthly statements after that but later notified me to switch to online billing, while no e-mail monthly statements were received. Checked e-mails including spam files never yielded any e-mail. Started XXXX XXXX, merely 13 months into the offer, Chase started to charge interest. I called, one customer service rep and his supervisor both stressed that the offered XX-month period starting at the time the offer was issued, not the time of transfer. I never heard such offer and such term. I asked the bank to provide me with original records but Chase has n't provided. 
To me, it is typical "" bait and switch '' tactic.",California,926XX,Closed with explanation
CID38467923,2/18/2023,Debt collection,I_3548489,"I received a letter from ARS. They were notified that the debt does not belong to me. I requested validation within 30 days, which I received 3 months later a statement for an address I have n't lived for at least 7 years. I asked for proof of whom and when the fraudulent account was opened and never received that. My mother faxed over documents to them and they sent a letter for me to my mothers job. I want them to STOP sending collection noticies to my mother 's job ... ( XXXX XXXX XXXX XXXX ). I gave them my PO Box address to send any communication ( XXXX XXXX, XXXX, NY XXXX ). I want to receive proof of whomever and when this account was opened and I want to stop the harassment collection actions and also to have them remove the fraudulent information off of my credit reports.",New York,101XX,Closed with explanation
CID89439551,2/18/2023,Student loan,I_8001028,"When I became unemployed in late XXXX, Navient first offered me forbearance and then later enrolled me in an interest-only plan. They led me to believe that my monthly payments would cover the amount of interest I was accruing and that my loans would essentially remain unchanged during this time. But I later found out that they were charging me more interest than what I was paying, so my loans continued to grow incrementally over time. I wanted to change plans, but they made it very difficult. I had to call them and provide a detailed financial picture of my household including how much I spent on food, electric, gas, etc ... per month. I ultimately decided it would be easier to refinance/consolidate the loans with another company, so I began working on that instead. In this time, Navient never offered me income-based repayment options.",Illinois,606XX,Closed with explanation
CID97187463,2/18/2023,Student loan,I_8147973,"I have had numerous problems with Sallie Mae starting since XX03. When I enter college, I was lured to apply for several private loans without thorough explanation as to the variable interest rates, and the consequences of their increase over time. Once, I completed my studies I was overwhelmed by student loan debts, and Sallie Mae did not show any flexibility in repayment options. I was emotionally and mentally stressed and I tried really hard to find solutions to repay Sallie Mae. Unfortunately, once I completed college, like most XXXX I needed to find a job. During this lapse of time I told Sallie Mae that I was experiencing financial hardship, yet they show no sympathy to my situation and forced me to repay my private loans. I had to go back to school, and this time to graduate school hoping that I would earn a diploma, which will enable me to find a high paying job. My loans were postponed yet the interest kept increasing. Consequently, when I came out of XXXX school, I was not able to pay my loans back with a meager salary as a XXXX XXXX XXXX ; since that was the position that I was able to find right after school. 
Since I was unable to repay my debt Sallie Mae send my debt to a collection agency, which handles my repayment at this time. Now, I am forced via an automatic repayment taken straight from my account to repay my debts every month, and I 'm only paying the interests of my loans not even the principal amounts. I feel financially defeated! 
Based on my personal experience, I would be very interested in filing a class action lawsuit against Sallie Mae for its innumerable violations of federal and state laws, and for bullying people like me into submitting to their unfair practice.",California,926XX,Closed with explanation
CID27665897,2/18/2023,Student loan,I_8147973,"I am currently repaying a student loan to American Education Services and XXXX. I am unemployed, living in California, I am currently unable to afford my own housing and I receive food stamps from the state which is proof of my not having income. I am looking for work and have not found any and I am in desperate need of assistance to have my private student loans placed in forebearance while I find work. My student loan payment from XXXX has not been paid and XXXX will be due this week. I will own AES nearly XXXX dollars which is more than I receive in unemployment benefits in one month.",California,945XX,Closed with explanation
CID93243484,2/18/2023,Credit reporting,I_9082488,"There is a XXXX account in collections that I know nothing about. This is not my account. I disputed it, received a denial to remove it from Equifax. I then called Equifax and spoke with a person and I asked them what the phone number was, address, any info to connect it to the real me and they were unable/unwilling to offer any proof of connection of that account to me. They also have incorrect personal information, address, work info, and did NOT report a car loan that was paid in full, never late which helps my credit. This is Not Fair. They are corrupt. This is life altering information used against us and nothing we can do to make sure it 's accurate. Disputing does not work, talking to a human does not work. 

I do n't understand how this is Legal.",Maryland,210XX,Closed with explanation
CID80543303,2/18/2023,Debt collection,I_5455278,"Company is calling my client and threatening to serve her with a non-existent lawsuit. Gave a fake "" case no. '' to imply litigation was filed when it was not. Will not disclose loan details or provide verification of the debt pursuant to the FDCPA and is making illegal third party contacts by calling and harassing friends and family. Is threatening and rude and engages in deceptive practices. Pretends to be lawyers or a law firm - they are not.",New Hampshire,030XX,Closed with explanation
CID25923831,2/19/2023,Mortgage,I_4197360,"I had to declare bankruptcy 5 years ago. I already had a mortgage with a local bank, but XXXX bought my mortgage, then apparently gave it to their sister company, XXXX ... Every month, XXXX would PLACE insurance on my home. I NEVER had an uninsured home. Now I 'm checking my credit report, and it seems as if my mortgage was under my br, therefore they were being paid double. PLUS ... XXXX it says my balance is XXXX ... and I have still been paying each month ... I have called the XXXX about XXXX last year and now there is a class action lawsuits gains them .... I just want back what is mine, the placed insurance money and the money I have been paying when my loan was actually already paid. Thank you for your help!",Alabama,350XX,Closed with explanation
CID41237444,2/19/2023,Mortgage,I_2806126,"I withdrew my request for a loan with Mason McDuffie to work with the Builder 's preferred lender, as this was in my best interest. Mason McDuffie asked me to remain with them and offered a full loan approval in 48 hours. After I declined, Mason McDuffie entered my loan into the FHA system as a denial. This created a significant impediment to my loan being transferred and approved by the Builder 's preferred lender.",California,945XX,Closed with explanation
CID75345536,2/19/2023,Debt collection,I_3714444,I was reviewing my credit report and notice an account that I do not recognize. I have not received any documentation validating the debt that they are trying to collect. I have not been provided with a contract or any instrument bearing my signature validating that this debt is mine.,Texas,751XX,Closed with explanation
CID26072958,2/19/2023,Student loan,I_8001028,"I have had this student loan for going on 10 years. When I signed up for this student loan I was told that I could receive a co-signer release after making two years worth of on time payments. After making my two years worth of on time payments I was told that I could not receive a co-signer release because I was on a graduated repayment schedule which had a lower payment than the full schedule payment. They said I had to make an additional two years worth of full on time payments before I would qualify to have my co-signer released. I called in yesterday to check to see if I have made enough full payments to have my co-signer released from the student loan and was told because I took a temporary forbearance on this loan that it prohibited me from ever getting a co-signer release. If AES knew I have been trying to get a co-signer release when I requested the temporary forbearance why would n't they tell me when I called in "" If you do this your going to be stuck with your co-signer forever '' why does it not stipulate it on any of the forbearance paperwork I received from them? This is deceptive and wrong. They need to honor our agreement for the co-signer release.",Wisconsin,531XX,Closed with explanation
